671,Lanius tigrinus,虎纹伯劳,Tiger Shrike,LC,-,
672,Lanius bucephalus,牛头伯劳,Bull-headed Shrike,LC,-,
673,Lanius cristatus,红尾伯劳,Brown Shrike,LC,-,
674,Lanius collurio,红背伯劳,Red-backed Shrike,LC,-,
675,Lanius isabellinus,荒漠伯劳,Isabelline Shrike,LC,-,
676,Lanius phoenicuroides,棕尾伯劳,Rufous-tailed Shrike,LC,-,
677,Lanius collurioides,栗背伯劳,Burmese Shrike,LC,-,
678,Lanius vittatus,褐背伯劳,Bay-backed Shrike,LC,-,
679,Lanius schach,棕背伯劳,Long-tailed Shrike,LC,-,
680,Lanius tephronotus,灰背伯劳,Grey-backed Shrike,LC,-,
681,Lanius minor,黑额伯劳,Lesser Grey Shrike,LC,-,
682,Lanius borealis,灰伯劳,Northern Shrike,LC,-,
683,Lanius excubitor,西方灰伯劳,Great Grey Shrike,LC,-,
684,Lanius giganteu,青藏楔尾伯劳,Giant Grey Shrike,LC,-,
685,Lanius sphenocercus,楔尾伯劳,Chinese Grey Shrike,LC,-,
64,PASSERIFORMES,莺雀科,Vireonidae (2:6),,,
686,Pteruthius xanthochlorus,淡绿鵙鹛,Green Shrike Babbler,LC,-,
687,Pteruthius melanotis,栗喉鵙鹛,Black-eared Shrike Babbler,LC,-,
688,Pteruthius rufiventer,棕腹鵙鹛,Black-headed Shrike Babbler,LC,-,
689,Pteruthius aeralatus,红翅鵙鹛,Blyth's Shrike Babbler,LC,-,
690,Pteruthius intermedius,栗额鵙鹛,Clicking Shrike Babbler,NR,-,
691,Erpornis zantholeuca,白腹凤鹛,White-bellied Erpornis,LC,-,
65,PASSERIFORMES,黄鹂科,Oriolidae (1:7),,,
692,Oriolus traillii,朱鹂,Maroon Oriole,LC,-,
693,Oriolus mellianus,鹊色鹂,Silver Oriole,EN ,二级,
694,Oriolus xanthornus,黑头黄鹂,Black-hooded Oriole,LC,-,
695,Oriolus kundoo,印度金黄鹂,Indian Golden Oriole,LC,-,
696,Oriolus oriolus,金黄鹂,Eurasian Golden Oriole,LC,-,
697,Oriolus chinensis,黑枕黄鹂,Black-naped Oriole,LC,-,
698,Oriolus tenuirostris,细嘴黄鹂,Slender-billed Oriole,LC,-,
66,PASSERIFORMES,卷尾科,Dicruridae (1:7),,,
699,Dicrurus aeneus,古铜色卷尾,Bronzed Drongo,LC,-,
700,Dicrurus remifer,小盘尾,Lesser Racket-tailed Drongo,LC,二级,
701,Dicrurus annectens,鸦嘴卷尾,Crow-billed Drongo,LC,-,
702,Dicrurus paradiseus,大盘尾,Greater Racket-tailed Drongo,LC,二级,
703,Dicrurus hottentottus,发冠卷尾,Hair-crested Drongo,LC,-,
704,Dicrurus leucophaeus,灰卷尾,Ashy Drongo,LC,-,
705,Dicrurus macrocercus,黑卷尾,Black Drongo,LC,-,
67,PASSERIFORMES,扇尾鹟科,Rhipiduridae (1:3),,,
706,Rhipidura albicollis,白喉扇尾鹟,White-throated Fantail,LC,-,
707,Rhipidura aureola,白眉扇尾鹟,White-browed Fantail,LC,-,
708,Rhipidura nigritorquis,菲律宾斑扇尾鹟,Philippine Pied Fantail,LC,-,
68,PASSERIFORMES,王鹟科,Monarchidae (2:5),,,
709,Hypothymis azurea,黑枕王鹟,Black-naped Monarch,LC,-,
710,Terpsiphone paradisi,印度寿带,Indian Paradise Flycatcher,LC,-,中文名由印缅寿带改为印度寿带
711,Terpsiphone affinis,中南寿带,Blyth's Paradise Flycatcher,LC,-,
712,Terpsiphone incei,寿带,Amur Paradise Flycatcher,LC,-,
713,Terpsiphone atrocaudata,紫寿带,Japanese Paradise-flycatcher,NT,-,
69,PASSERIFORMES,鸦科,Corvidae (13:33),,,
714,Perisoreus infaustus,北噪鸦,Siberian Jay,LC,-,
715,Perisoreus internigrans,黑头噪鸦,Sichuan Jay,NT,一级,IUCN红色名录等级由VU降为NT
716,Garrulus glandarius,松鸦,Eurasian Jay,LC,-,
717,Cyanopica cyanus,灰喜鹊,Azure-winged Magpie,LC,-,
718,Urocissa caerulea,台湾蓝鹊,Taiwan Blue Magpie,LC,-,
719,Urocissa flavirostris,黄嘴蓝鹊,Yellow-billed Blue Magpie,LC,-,
720,Urocissa erythroryncha,红嘴蓝鹊,Red-billed Blue Magpie,LC,-,
721,Urocissa whiteheadi,白翅蓝鹊,White-winged Magpie,EN,-,
722,Cissa chinensis,蓝绿鹊,Common Green Magpie,LC,二级,
723,Cissa hypoleuca,印支绿鹊,Indochinese Green Magpie,LC,二级,
724,Dendrocitta vagabunda,棕腹树鹊,Rufous Treepie,LC,-,
725,Dendrocitta formosae,灰树鹊,Grey Treepie,LC,-,
726,Dendrocitta frontalis,黑额树鹊,Collared Treepie,LC,-,
727,Temnurus temnurus,塔尾树鹊,Ratchet-tailed Treepie,LC,-,
728,Pica pica,欧亚喜鹊,Eurasian Magpie,LC,-,
729,Pica bottanensis,青藏喜鹊,Black-rumped Magpie,LC,-,
730,Pica serica,喜鹊,Oriental Magpie,LC,-,
731,Podoces hendersoni,黑尾地鸦,Mongolian Ground Jay,LC,二级,
732,Podoces biddulphi,白尾地鸦,Xinjiang Ground Jay,NT,二级,
733,Nucifraga caryocatactes,星鸦,Spotted Nutcracker,LC,-,
734,Nucifraga multipunctata,大斑星鸦,Large-spotted Nutcracker,LC,-,
735,Pyrrhocorax pyrrhocorax,红嘴山鸦,Red-billed Chough,LC,-,
736,Pyrrhocorax graculus,黄嘴山鸦,Alpine Chough,LC,-,
737,Coloeus monedula,寒鸦,Eurasian Jackdaw,LC,-,
738,Coloeus dauuricus,达乌里寒鸦,Daurian Jackdaw,LC,-,
739,Corvus splendens,家鸦,House Crow,LC,-,
740,Corvus frugilegus,秃鼻乌鸦,Rook,LC,-,
741,Corvus corone,小嘴乌鸦,Carrion Crow,LC,-,
742,Corvus cornix,冠小嘴乌鸦,Hooded Crow,NR,-,
743,Corvus torquatus,白颈鸦,Collared Crow,VU,-,
744,Corvus macrorhynchos,大嘴乌鸦,Large-billed Crow,LC,-,
745,Corvus levaillantii,丛林鸦,Jungle Crow,NR,-,
746,Corvus corax,渡鸦,Common Raven,LC,-,
70,PASSERIFORMES,太平鸟科,Bombycillidae (1:2),,,
747,Bombycilla garrulus,太平鸟,Bohemian Waxwing,LC,-,
748,Bombycilla japonica,小太平鸟,Japanese Waxwing,NT,-,
71,PASSERIFORMES,仙莺科,Stenostiridae (2:2),,,
749,Chelidorhynx hypoxanthus,黄腹扇尾鹟,Yellow-bellied Fantail,LC,-,
750,Culicicapa ceylonensis,方尾鹟,Grey-headed Canary Flycatcher,LC,-,
72,PASSERIFORMES,山雀科,Paridae (12:25),,,
751,Cephalopyrus flammiceps,火冠雀,Fire-capped Tit,LC,-,
752,Sylviparus modestus,黄眉林雀,Yellow-browed Tit,LC,-,
753,Melanochlora sultanea,冕雀,Sultan Tit,LC,-,
754,Periparus rufonuchalis,棕枕山雀,Rufous-naped Tit,LC,-,
755,Periparus rubidiventris,黑冠山雀,Rufous-vented Tit,LC,-,
756,Periparus ater,煤山雀,Coal Tit,LC,-,
757,Pardaliparus venustulus,黄腹山雀,Yellow-bellied Tit,LC,-,
758,Lophophanes dichrous,褐冠山雀,Grey-crested Tit,LC,-,
759,Sittiparus varius,杂色山雀,Varied Tit,LC,-,
760,Sittiparus castaneoventris,台湾杂色山雀,Chestnut-bellied Tit,LC,-,
761,Poecile superciliosus,白眉山雀,White-browed Tit,LC,二级,
762,Poecile davidi,红腹山雀,Rusty-breasted Tit,LC,二级,
763,Poecile palustris,沼泽山雀,Marsh Tit,LC,-,
764,Poecile hypermelaenus,黑喉山雀,Black-bibbed Tit,LC,-,
765,Poecile montanus,褐头山雀,Willow Tit,LC,-,
766,Poecile weigoldicus,川褐头山雀,Sichuan Tit,LC,-,
767,Cyanistes cyanus,灰蓝山雀,Azure Tit,LC,-,
768,Pseudopodoces humilis,地山雀,Ground Tit,LC,-,
769,Parus major,欧亚大山雀,Great Tit,LC,-,中文名由大山雀改为欧亚大山雀
770,Parus minor,大山雀,Japanese Tit,NR,-,中文名由远东山雀恢复为大山雀
771,Parus cinereus,苍背山雀,Cinereous Tit,NR,-,
772,Parus monticolus,绿背山雀,Green-backed Tit,LC,-,
773,Machlolophus holsti,台湾黄山雀,Yellow Tit,NT,-,
774,Machlolophus xanthogenys,眼纹黄山雀,Himalayan Black-lored Tit,LC,-,
775,Machlolophus spilonotus,黄颊山雀,Yellow-cheeked Tit,LC,-,
73,PASSERIFORMES,攀雀科,Remizidae (1:2),,,
776,Remiz coronatus,白冠攀雀,White-crowned Penduline Tit,LC,-,
777,Remiz consobrinus,中华攀雀,Chinese Penduline Tit,LC,-,
74,PASSERIFORMES,文须雀科,Panuridae (1:1),,,
778,Panurus biarmicus,文须雀,Bearded Reedling,LC,-,
75,PASSERIFORMES,百灵科,Alaudidae (7:17),,,
779,Mirafra javanica,歌百灵,Horsfield's Bush Lark,LC,二级,
780,Alauda leucoptera,白翅云雀,White-winged Lark,LC,-,中文名由白翅百灵改为白翅云雀
781,Alauda gulgula,小云雀,Oriental Skylark,LC,-,
782,Alauda arvensis,云雀,Eurasian Skylark,LC,二级,
783,Alauda japonica,日本云雀,Japanese Skylark,NR,-,
784,Galerida cristata,凤头百灵,Crested Lark,LC,-,
785,Eremophila alpestris,角百灵,Horned Lark,LC,-,
786,Calandrella acutirostris,细嘴短趾百灵,Hume's Short-toed Lark,LC,-,
787,Calandrella dukhunensis,蒙古短趾百灵,Mongolian Short-toed Lark,LC,-,
788,Calandrella brachydactyla,大短趾百灵,Greater Short-toed Lark,LC,-,
789,Melanocorypha bimaculata,双斑百灵,Bimaculated Lark,LC,-,中文名由二斑百灵改为双斑百灵
790,Melanocorypha calandra,草原百灵,Calandra Lark,LC,-,
791,Melanocorypha yeltoniensis,黑百灵,Black Lark,LC,-,
792,Melanocorypha mongolica,蒙古百灵,Mongolian Lark,LC,二级,
793,Melanocorypha maxima,长嘴百灵,Tibetan Lark,LC,-,
794,Alaudala cheleensis,亚洲短趾百灵,Asian Short-toed Lark,LC,-,
795,Alaudala heinei,中亚短趾百灵,Turkestan Short-toed Lark,NR,-,
76,PASSERIFORMES,鹎科,Pycnonotidae (10:23),,,
796,Alophoixus flaveolus,黄腹冠鹎,White-throated Bulbul,LC,-,
797,Alophoixus pallidus,白喉冠鹎,Puff-throated Bulbul,LC,-,
798,Alcurus striatus,纵纹绿鹎,Striated Bulbul,LC,-,
799,Iole propinqua,灰眼短脚鹎,Grey-eyed Bulbul,LC,-,
800,Hemixos flavala,灰短脚鹎,Ashy Bulbul,LC,-,
801,Hemixos castanonotus,栗背短脚鹎,Chestnut Bulbul,LC,-,
802,Ixos mcclellandii,绿翅短脚鹎,Mountain Bulbul,LC,-,
803,Hypsipetes amaurotis,栗耳短脚鹎,Brown-eared Bulbul,LC,-,
804,Hypsipetes leucocephalus,黑短脚鹎,Black Bulbul,LC,-,
805,Brachypodius melanocephalos,黑头鹎,Black-headed Bulbul,LC,-,
806,Rubigula flaviventris,黑冠黄鹎,Black-crested Bulbul,LC,-,
807,Spizixos canifrons,凤头雀嘴鹎,Crested Finchbill,LC,-,
808,Spizixos semitorques,领雀嘴鹎,Collared Finchbill,LC,-,
809,Pycnonotus finlaysoni,纹喉鹎,Stripe-throated Bulbul,LC,-,
810,Pycnonotus flavescens,黄绿鹎,Flavescent Bulbul,LC,-,
811,Pycnonotus xanthorrhous,黄臀鹎,Brown-breasted Bulbul,LC,-,
812,Pycnonotus sinensis,白头鹎,Light-vented Bulbul,LC,-,
813,Pycnonotus taivanus,台湾鹎,Styan's Bulbul,VU,二级,
814,Pycnonotus jocosus,红耳鹎,Red-whiskered Bulbul,LC,-,
815,Pycnonotus goiavier,白眉黄臀鹎,Yellow-vented Bulbul,LC,-,
816,Pycnonotus cafer,黑喉红臀鹎,Red-vented Bulbul,LC,-,
817,Pycnonotus aurigaster,白喉红臀鹎,Sooty-headed Bulbul,LC,-,
818,Pycnonotus leucogenys,白颊鹎,Himalayan Bulbul,LC,-,
77,PASSERIFORMES,燕科,Hirundinidae (6:15),,,
819,Riparia riparia,崖沙燕,Sand Martin,LC,-,
820,Riparia diluta,淡色沙燕,Pale Martin,LC,-,
821,Riparia chinensis,灰喉沙燕,Grey-throated Martin,LC,-,中文名由褐喉沙燕改为灰喉沙燕
822,Ptyonoprogne rupestris,岩燕,Eurasian Crag Martin,LC,-,
823,Ptyonoprogne concolor,纯色岩燕,Dusky Crag Martin,LC,-,
824,Hirundo tahitica,洋燕,Pacific Swallow,LC,-,中文名由洋斑燕改为洋燕
825,Hirundo smithii,线尾燕,Wire-tailed Swallow,LC,-,
826,Hirundo rustica,家燕,Barn Swallow,LC,-,
827,Delichon urbicum,西方毛脚燕,Common House Martin,LC,-,
828,Delichon lagopodum,白腹毛脚燕,Siberian House Martin,LC,-,
829,Delichon dasypus,烟腹毛脚燕,Asian House Martin,LC,-,
830,Delichon nipalense,黑喉毛脚燕,Nepal House Martin,LC,-,
831,Cecropis daurica,金腰燕,Red-rumped Swallow,LC,-,
832,Cecropis striolata,斑腰燕,Striated Swallow,NR,-,
833,Petrochelidon fluvicola,黄额燕,Streak-throated Swallow,LC,-,
78,PASSERIFORMES,鳞胸鹪鹛科,Pnoepygidae (1:4),,,
834,Pnoepyga albiventer,鳞胸鹪鹛,Scaly-breasted Cupwing,LC,-,
835,Pnoepyga formosana,台湾鹪鹛,Taiwan Cupwing,LC,-,
836,Pnoepyga immaculata,尼泊尔鹪鹛,Nepal Cupwing,LC,-,
837,Pnoepyga pusilla,小鳞胸鹪鹛,Pygmy Cupwing,LC,-,
79,PASSERIFORMES,树莺科,Cettiidae (8:19),,,
838,Abroscopus superciliaris,黄腹鹟莺,Yellow-bellied Warbler,LC,-,
839,Abroscopus albogularis,棕脸鹟莺,Rufous-faced Warbler,LC,-,
840,Abroscopus schisticeps,黑脸鹟莺,Black-faced Warbler,LC,-,
841,Phyllergates cucullatus,金头拟缝叶莺,Mountain Tailorbird,LC,-,中文名由金头缝叶莺改为金头拟缝叶莺
842,Tickellia hodgsoni,宽嘴鹟莺,Broad-billed Warbler,LC,-,
843,Horornis diphone,日本树莺,Japanese Bush Warbler,LC,-,
844,Horornis canturians,远东树莺,Manchurian Bush Warbler,LC,-,
845,Horornis fortipes,强脚树莺,Brownish-flanked Bush Warbler,LC,-,
846,Horornis brunnescens,喜山黄腹树莺,Hume's Bush Warbler,LC,-,中文名由休氏树莺改为喜山黄腹树莺
847,Horornis acanthizoides,黄腹树莺,Yellowish-bellied Bush Warbler,LC,-,
848,Horornis flavolivaceus,异色树莺,Aberrant Bush Warbler,LC,-,
849,Tesia cyaniventer,灰腹地莺,Grey-bellied Tesia,LC,-,
850,Tesia olivea,金冠地莺,Slaty-bellied Tesia,LC,-,
851,Cettia cetti,宽尾树莺,Cetti's Warbler,LC,-,
852,Cettia major,大树莺,Chestnut-crowned Bush Warbler,LC,-,
853,Cettia brunnifrons,棕顶树莺,Grey-sided Bush Warbler,LC,-,
854,Cettia castaneocoronata,栗头地莺,Chestnut-headed Tesia,LC,-,
855,Urosphena squameiceps,鳞头树莺,Asian Stubtail,LC,-,
856,Hemitesia pallidipes,淡脚树莺,Pale-footed Bush Warbler,LC,-,由Urosphena属移入Hemitesia属（Alström et al. 2011）
80,PASSERIFORMES,长尾山雀科,Aegithalidae (2:8),,,长尾科内顺序变更（Päckert et al. 2010）
857,Leptopoecile sophiae,花彩雀莺,White-browed Tit Warbler,LC,-,
858,Leptopoecile elegans,凤头雀莺,Crested Tit Warbler,LC,-,
859,Aegithalos caudatus,北长尾山雀,Long-tailed Tit,LC,-,
860,Aegithalos glaucogularis,银喉长尾山雀,Silver-throated Bushtit,LC,-,
861,Aegithalos concinnus,红头长尾山雀,Black-throated Bushtit,LC,-,
862,Aegithalos iouschistos,棕额长尾山雀,Rufous-fronted Bushtit,LC,-,
863,Aegithalos bonvaloti,黑眉长尾山雀,Black-browed Bushtit,LC,-,
864,Aegithalos fuliginosus,银脸长尾山雀,Sooty Bushtit,LC,-,
81,PASSERIFORMES,柳莺科,Phylloscopidae (1:51),,,
865,Phylloscopus sibilatrix,林柳莺,Wood Warbler,LC,-,
866,Phylloscopus pulcher,橙斑翅柳莺,Buff-barred Warbler,LC,-,
867,Phylloscopus maculipennis,灰喉柳莺,Ashy-throated Warbler,LC,-,
868,Phylloscopus humei,淡眉柳莺,Hume's Leaf Warbler,LC,-,
869,Phylloscopus inornatus,黄眉柳莺,Yellow-browed Warbler,LC,-,
870,Phylloscopus yunnanensis,云南柳莺,Chinese Leaf Warbler,LC,-,
871,Phylloscopus chloronotus,淡黄腰柳莺,Lemon-rumped Warbler,LC,-,
872,Phylloscopus forresti,四川柳莺,Sichuan Leaf Warbler,LC,-,
873,Phylloscopus kansuensis,甘肃柳莺,Gansu Leaf Warbler,LC,-,
874,Phylloscopus proregulus,黄腰柳莺,Pallas's Leaf Warbler,LC,-,
875,Phylloscopus armandii,棕眉柳莺,Yellow-streaked Warbler,LC,-,
876,Phylloscopus schwarzi,巨嘴柳莺,Radde's Warbler,LC,-,
877,Phylloscopus griseolus,灰柳莺,Sulphur-bellied Warbler,LC,-,
878,Phylloscopus affinis,黄腹柳莺,Tickell's Leaf Warbler,LC,-,
879,Phylloscopus occisinensis,华西柳莺,Alpine Leaf Warbler,NR,-,
880,Phylloscopus fuligiventer,烟柳莺,Smoky Warbler,LC,-,
881,Phylloscopus fuscatus,褐柳莺,Dusky Warbler,LC,-,
882,Phylloscopus subaffinis,棕腹柳莺,Buff-throated Warbler,LC,-,
883,Phylloscopus trochilus,欧柳莺,Willow Warbler,LC,-,
884,Phylloscopus sindianus,东方叽喳柳莺,Mountain Chiffchaff,LC,-,
885,Phylloscopus collybita,叽喳柳莺,Common Chiffchaff,LC,-,
886,Phylloscopus coronatus,冕柳莺,Eastern Crowned Warbler,LC,-,
887,Phylloscopus ijimae,饭岛柳莺,Ijima's Leaf Warbler,VU,-,
888,Phylloscopus intermedius,白眶鹟莺,White-spectacled Warbler,LC,-,
889,Phylloscopus poliogenys,灰脸鹟莺,Grey-cheeked Warbler,LC,-,
890,Phylloscopus burkii,金眶鹟莺,Green-crowned Warbler,LC,-,
891,Phylloscopus tephrocephalus,灰冠鹟莺,Grey-crowned Warbler,LC,-,
892,Phylloscopus whistleri,韦氏鹟莺,Whistler's Warbler,LC,-,
893,Phylloscopus valentini,比氏鹟莺,Bianchi's Warbler,LC,-,
894,Phylloscopus soror,淡尾鹟莺,Plain-tailed Warbler,LC,-,
895,Phylloscopus omeiensis,峨眉鹟莺,Martens's Warbler,LC,-,
896,Phylloscopus plumbeitarsus,双斑绿柳莺,Two-barred Warbler,LC,-,
897,Phylloscopus trochiloides,暗绿柳莺,Greenish Warbler,LC,-,
898,Phylloscopus emeiensis,峨眉柳莺,Emei Leaf Warbler,LC,-,
899,Phylloscopus magnirostris,乌嘴柳莺,Large-billed Leaf Warbler,LC,-,
900,Phylloscopus borealoides,库页岛柳莺,Sakhalin Leaf Warbler,LC,-,
901,Phylloscopus tenellipes,淡脚柳莺,Pale-legged Warbler,LC,-,
902,Phylloscopus xanthodryas,日本柳莺,Japanese Leaf Warbler,LC,-,
903,Phylloscopus examinandus,堪察加柳莺,Kamchatka Leaf Warbler,LC,-,
904,Phylloscopus borealis,极北柳莺,Arctic Warbler,LC,-,
905,Phylloscopus castaniceps,栗头鹟莺,Chestnut-crowned Warbler,LC,-,
906,Phylloscopus calciatilis,灰岩柳莺,Limestone Leaf Warbler,LC,-,
907,Phylloscopus ricketti,黑眉柳莺,Sulphur-breasted Warbler,LC,-,
908,Phylloscopus cantator,黄胸柳莺,Yellow-vented Warbler,LC,-,
909,Phylloscopus reguloides,西南冠纹柳莺,Blyth's Leaf Warbler,LC,-,
910,Phylloscopus claudiae,冠纹柳莺,Claudia's Leaf Warbler,LC,-,
911,Phylloscopus goodsoni,华南冠纹柳莺,Hartert's Leaf Warbler,LC,-,
912,Phylloscopus ogilviegranti,白斑尾柳莺,Kloss's Leaf Warbler,LC,-,
913,Phylloscopus hainanus,海南柳莺,Hainan Leaf Warbler,VU,-,
914,Phylloscopus intensior,云南白斑尾柳莺,Davison's Leaf Warbler,LC,-,
915,Phylloscopus xanthoschistos,灰头柳莺,Grey-hooded Warbler,LC,-,
82,PASSERIFORMES,苇莺科,Acrocephalidae (3:16),,,
916,Acrocephalus arundinaceus,大苇莺,Great Reed Warbler,LC,-,
917,Acrocephalus orientalis,东方大苇莺,Oriental Reed Warbler,LC,-,
918,Acrocephalus stentoreus,噪大苇莺,Clamorous Reed Warbler,LC,-,
919,Acrocephalus bistrigiceps,黑眉苇莺,Black-browed Reed Warbler,LC,-,
920,Acrocephalus melanopogon,须苇莺,Moustached Warbler,LC,-,
921,Acrocephalus schoenobaenus,水蒲苇莺,Sedge Warbler,LC,-,
922,Acrocephalus sorghophilus,细纹苇莺,Streaked Reed Warbler,CR,二级,IUCN红色名录等级由EN升为CR
923,Acrocephalus concinens,钝翅苇莺,Blunt-winged Warbler,LC,-,
924,Acrocephalus tangorum,远东苇莺,Manchurian Reed Warbler,VU,-,
925,Acrocephalus agricola,稻田苇莺,Paddyfield Warbler,LC,-,
926,Acrocephalus dumetorum,布氏苇莺,Blyth's Reed Warbler,LC,-,
927,Acrocephalus scirpaceus,芦苇莺,Common Reed Warbler,LC,-,英文名由Eurasian Reed Warbler修改为Common Reed Warbler
928,Arundinax aedon,厚嘴苇莺,Thick-billed Warbler,LC,-,
929,Iduna caligata,靴篱莺,Booted Warbler,LC,-,
930,Iduna rama,赛氏篱莺,Sykes's Warbler,LC,-,
931,Iduna pallida,草绿篱莺,Eastern Olivaceous Warbler,LC,-,
83,PASSERIFORMES,蝗莺科,Locustellidae (3:18),,,
932,Helopsaltes amnicola,库页岛蝗莺,Sakhalin Grasshopper Warbler,LC,-,
933,Helopsaltes fasciolatus,苍眉蝗莺,Gray's Grasshopper Warbler,LC,-,
934,Helopsaltes pryeri,斑背大尾莺,Marsh Grassbird,NT,-,
935,Helopsaltes certhiola,小蝗莺,Pallas's Grasshopper Warbler,LC,-,
936,Helopsaltes pleskei,东亚蝗莺,Styan's Grasshopper Warbler,VU,-,
937,Helopsaltes ochotensis,北蝗莺,Middendorff's Grasshopper Warbler,LC,-,
938,Locustella lanceolata,矛斑蝗莺,Lanceolated Warbler,LC,-,
939,Locustella luteoventris,棕褐短翅蝗莺,Brown Bush Warbler,LC,-,中文名由棕褐短翅莺改为棕褐短翅蝗莺
940,Locustella major,巨嘴短翅蝗莺,Long-billed Bush Warbler,NT,-,中文名由巨嘴短翅莺改为巨嘴短翅蝗莺
941,Locustella naevia,黑斑蝗莺,Common Grasshopper Warbler,LC,-,
942,Locustella tacsanowskia,中华短翅蝗莺,Chinese Bush Warbler,LC,-,中文名由中华短翅莺改为中华短翅蝗莺
943,Locustella luscinioides,鸲蝗莺,Savi's Warbler,LC,-,
944,Locustella davidi,北短翅蝗莺,Baikal Bush Warbler,LC,-,中文名由北短翅莺改为北短翅蝗莺
945,Locustella thoracica,斑胸短翅蝗莺,Spotted Bush Warbler,LC,-,中文名由斑胸短翅莺改为斑胸短翅蝗莺
946,Locustella alishanensis,台湾短翅蝗莺,Taiwan Bush Warbler,LC,-,中文名由台湾短翅莺改为台湾短翅蝗莺
947,Locustella mandelli,高山短翅蝗莺,Russet Bush Warbler,LC,-,中文名由高山短翅莺改为高山短翅蝗莺
948,Locustella chengi,四川短翅蝗莺,Sichuan Bush Warbler,LC,-,中文名由四川短翅莺改为四川短翅蝗莺
949,Megalurus palustris,沼泽大尾莺,Striated Grassbird,LC,-,
84,PASSERIFORMES,扇尾莺科,Cisticolidae (3:12),,,
950,Cisticola juncidis,棕扇尾莺,Zitting Cisticola,LC,-,
951,Cisticola exilis,金头扇尾莺,Golden-headed Cisticola,LC,-,
952,Prinia crinigera,喜山山鹪莺,Striated Prinia,LC,-,
953,Prinia striata,山鹪莺,Striped Prinia,LC,-,
954,Prinia atrogularis,黑胸山鹪莺,Black-throated Prinia,LC,-,
955,Prinia superciliaris,黑喉山鹪莺,Hill Prinia,LC,-,
956,Prinia rufescens,暗冕山鹪莺,Rufescent Prinia,LC,-,
957,Prinia hodgsonii,灰胸山鹪莺,Grey-breasted Prinia,LC,-,
958,Prinia flaviventris,黄腹山鹪莺,Yellow-bellied Prinia,LC,-,
959,Prinia inornata,纯色山鹪莺,Plain Prinia,LC,-,
960,Orthotomus sutorius,长尾缝叶莺,Common Tailorbird,LC,-,
961,Orthotomus atrogularis,黑喉缝叶莺,Dark-necked Tailorbird,LC,-,
85,PASSERIFORMES,鹛科,Timaliidae (7:26),,,
962,Timalia pileata,红顶鹛,Chestnut-capped Babbler,LC,-,
963,Mixornis gularis,纹胸鹛,Striped Tit-Babbler,LC,-,中文名由纹胸巨鹛改为纹胸鹛
964,Cyanoderma chrysaeum,金头穗鹛,Golden Babbler,LC,-,
965,Cyanoderma pyrrhops,黑颏穗鹛,Black-chinned Babbler,LC,-,
966,Cyanoderma ruficeps,红头穗鹛,Rufous-capped Babbler,LC,-,
967,Cyanoderma ambiguum,黄喉穗鹛,Buff-chested Babbler,LC,-,
968,Spelaeornis badeigularis,锈喉鹩鹛,Rusty-throated Wren Babbler,VU,-,2022年4月13日，西藏墨脱，黄世桂
969,Spelaeornis troglodytoides,斑翅鹩鹛,Bar-winged Wren-Babbler,LC,-,
970,Spelaeornis kinneari,淡喉鹩鹛,Pale-throated Wren-Babbler,VU,二级,
971,Spelaeornis reptatus,灰腹鹩鹛,Long-tailed Wren-Babbler,LC,-,中文名由长尾鹩鹛改为灰腹鹩鹛
972,Pomatorhinus ferruginosus,红嘴钩嘴鹛,Coral-billed Scimitar Babbler,LC,-,
973,Pomatorhinus ochraceiceps,棕头钩嘴鹛,Red-billed Scimitar Babbler,LC,-,
974,Pomatorhinus superciliaris,剑嘴鹛,Slender-billed Scimitar Babbler,LC,-,
975,Pomatorhinus ruficollis,棕颈钩嘴鹛,Streak-breasted Scimitar Babbler,LC,-,
976,Pomatorhinus musicus,台湾棕颈钩嘴鹛,Taiwan Scimitar Babbler,LC,-,
977,Pomatorhinus schisticeps,灰头钩嘴鹛,White-browed Scimitar Babbler,LC,-,
978,Erythrogenys hypoleucos,长嘴钩嘴鹛,Large Scimitar Babbler,LC,-,
979,Erythrogenys erythrogenys,锈脸钩嘴鹛,Rusty-cheeked Scimitar Babbler,LC,-,
980,Erythrogenys gravivox,斑胸钩嘴鹛,Black-streaked Scimitar Babbler,LC,-,
981,Erythrogenys swinhoei,华南斑胸钩嘴鹛,Grey-sided Scimitar Babbler,LC,-,
982,Erythrogenys erythrocnemis,台湾斑胸钩嘴鹛,Black-necklaced Scimitar Babbler,LC,-,
983,Stachyris nigriceps,黑头穗鹛,Grey-throated Babbler,LC,-,
984,Stachyris nonggangensis,弄岗穗鹛,Nonggang Babbler,VU,二级,
985,Stachyris humei,黑胸楔嘴穗鹛,Sikkim Wedge-billed Babbler,NT,-,中文名由黑胸楔嘴鹩鹛改为黑胸楔嘴穗鹛
986,Stachyris roberti,楔嘴穗鹛,Cachar Wedge-billed Wren-Babbler,NT,-,中文名由楔嘴鹩鹛改为楔嘴穗鹛
987,Stachyris strialata,斑颈穗鹛,Spot-necked Babbler,LC,-,
86,PASSERIFORMES,幽鹛科,Pellorneidae (6:17),,,
988,Graminicola striatus,中华草鹛,Chinese Grassbird,NT,-,中文名由大草莺改为中华草鹛
989,Gampsorhynchus rufulus,白头鵙鹛,White-hooded Babbler,LC,-,
990,Gampsorhynchus torquatus,领鵙鹛,Collared Babbler,LC,-,
991,Schoeniparus cinereus,黄喉雀鹛,Yellow-throated Fulvetta,LC,-,
